72,Random,D,35,Leopard,22/09/2013 12:43
301,Random,D,9,Lion,27/09/2013 00:23
523,Random,D,22,Lion,1/10/13 22:22
647,Random,D,39,Leopard,5/10/13 2:32
737,Random,D,40,Leopard,7/10/13 21:35
746,Random,D,44,Leopard,8/10/13 2:36
882,Random,D,40,Leopard,11/10/13 2:29
957,Random,D,8,Lion,13/10/2013 01:15
1038,Random,D,28,Serval,15/10/2013 05:45
1206,Random,D,49,Lion,17/10/2013 03:26
1207,Random,D,47,Lion,17/10/2013 04:44
1210,Random,D,13,Leopard,17/10/2013 06:11
1258,Random,D,35,Lion,18/10/2013 03:19
1306,Random,D,19,Leopard,18/10/2013 23:34
1313,Random,D,35,Caracal,19/10/2013 03:34
1373,Random,D,29,Lion,20/10/2013 00:23
1458,Random,D,26,Wildcat,22/10/2013 03:54
1495,Random,D,28,Serval,22/10/2013 22:14
1509,Random,D,33,Lion,23/10/2013 03:24
1515,Random,D,4,Serval,23/10/2013 07:11
1647,Random,D,11,Serval,26/10/2013 05:26
1764,Random,D,38,Leopard,28/10/2013 23:49
1812,Random,D,26,Wildcat,30/10/2013 00:44
1820,Random,D,49,Lion,30/10/2013 05:29
1961,Random,D,29,Lion,1/11/13 6:22
2061,Random,D,19,Leopard,3/11/13 3:24
2074,Random,D,G,Lion,3/11/13 7:21
2164,Random,D,22,Leopard,5/11/13 2:02
2165,Random,D,B,Leopard,5/11/13 2:36
2660,Random,D,13,Lion,16/11/2013 08:31
2762,Random,D,47,Leopard,18/11/2013 00:25
2911,Random,W,4,Serval,23/12/2013 08:07
3495,Random,W,5,Serval,31/12/2013 14:56
3508,Random,W,13,Lion,31/12/2013 21:18
3556,Random,W,32,Cheetah,1/1/14 20:30
3608,Random,W,19,Leopard,2/1/14 19:02
3722,Random,W,19,Leopard,5/1/14 0:05
3734,Random,W,46,Serval,5/1/14 8:10
3751,Random,W,27,Serval,5/1/14 13:44
3757,Random,W,4,Serval,5/1/14 17:03
3814,Random,W,11,Lion,7/1/14 1:28
3822,Random,W,23,Leopard,7/1/14 8:11
3840,Random,W,23,Leopard,7/1/14 22:51
3952,Random,W,9,Serval,10/1/14 15:29
3967,Random,W,17,Lion,10/1/14 17:21
4136,Random,W,15,Lion,14/01/2014 01:33
4140,Random,W,15,Lion,14/01/2014 03:28
4330,Random,W,15,Serval,16/01/2014 20:24
4348,Random,W,22,Lion,17/01/2014 05:15
4484,Random,W,27,Serval,19/01/2014 10:40
4566,Random,W,26,Serval,21/01/2014 04:23
4605,Random,W,23,Leopard,21/01/2014 22:01
4719,Random,W,22,Leopard,24/01/2014 04:58
4748,Random,W,27,Serval,25/01/2014 10:35
4751,Random,W,38,Cheetah,25/01/2014 11:32
4784,Random,W,27,Serval,26/01/2014 16:14
4844,Random,W,23,Leopard,28/01/2014 12:17
4846,Random,W,23,Leopard,28/01/2014 14:18
4869,Random,W,23,Lion,29/01/2014 08:52
4875,Random,W,9,Serval,29/01/2014 11:44
4917,Random,W,27,Serval,30/01/2014 16:10
5013,Random,W,23,Leopard,1/2/14 14:24
5051,Random,W,46,Serval,2/2/14 15:58
5068,Random,W,46,Serval,3/2/14 6:03
5092,Random,W,22,Serval,3/2/14 7:52
5107,Random,W,22,Serval,3/2/14 17:08
5138,Random,W,20,Lion,4/2/14 10:23
5507,Random,W,23,Leopard,11/2/14 18:17
5870,Trail,D,30,Lion,21/09/2013 05:02
5872,Trail,D,28,Lion,21/09/2013 05:28
5923,Trail,D,25,Leopard,22/09/2013 09:23
5966,Trail,D,15,Wildcat,23/09/2013 01:02
5968,Trail,D,2,Leopard,23/09/2013 02:08
5974,Trail,D,25,Leopard,23/09/2013 06:49
6012,Trail,D,24,Leopard,23/09/2013 16:40
6016,Trail,D,16,Lion,23/09/2013 18:50
6018,Trail,D,G,Lion,23/09/2013 19:44
6036,Trail,D,24,Leopard,24/09/2013 03:05
6039,Trail,D,49,Serval,24/09/2013 04:07
6112,Trail,D,47,Lion,25/09/2013 00:05
6116,Trail,D,32,Lion,25/09/2013 00:49
6126,Trail,D,17,Serval,25/09/2013 05:27
6191,Trail,D,F,Serval,25/09/2013 23:53
6195,Trail,D,G,Lion,26/09/2013 00:53
6279,Trail,D,24,Leopard,27/09/2013 04:00
6335,Trail,D,13,Lion,27/09/2013 20:38
6456,Trail,D,30,Lion,29/09/2013 02:21
6460,Trail,D,2,Leopard,29/09/2013 03:12
6522,Trail,D,H,Serval,29/09/2013 19:31
6537,Trail,D,37,Leopard,30/09/2013 01:45
6542,Trail,D,H,Serval,30/09/2013 03:25
6543,Trail,D,24,Leopard,30/09/2013 03:42
6565,Trail,D,13,Leopard,30/09/2013 09:34
6599,Trail,D,24,Leopard,1/10/13 2:41
6601,Trail,D,24,Serval,1/10/13 3:23
6602,Trail,D,H,Lion,1/10/13 3:32
6658,Trail,D,13,Leopard,1/10/13 23:31
6741,Trail,D,16,Lion,3/10/13 2:17
6743,Trail,D,9,Lion,3/10/13 2:34
6751,Trail,D,28,Serval,3/10/13 5:47
6766,Trail,D,24,Leopard,3/10/13 9:42
6804,Trail,D,24,Leopard,4/10/13 0:47
6899,Trail,D,13,Lion,4/10/13 19:51
6974,Trail,D,2,Serval,5/10/13 23:25
6985,Trail,D,14,Wildcat,6/10/13 5:42
6990,Trail,D,18,Leopard,6/10/13 7:57
7033,Trail,D,22,Lion,6/10/13 19:43
7042,Trail,D,38,Leopard,6/10/13 22:01
7045,Trail,D,49,Serval,6/10/13 23:54
7047,Trail,D,35,Serval,7/10/13 1:21
7052,Trail,D,19,Leopard,7/10/13 2:46
7063,Trail,D,25,Leopard,7/10/13 6:45
7071,Trail,D,18,Leopard,7/10/13 8:51
7090,Trail,D,18,Leopard,7/10/13 14:07
7101,Trail,D,29,Lion,7/10/13 18:48
7104,Trail,D,16,Lion,7/10/13 20:54
7123,Trail,D,14,Wildcat,8/10/13 5:59
7166,Trail,D,14,Wildcat,8/10/13 20:49
7175,Trail,D,16,Lion,8/10/13 23:02
7177,Trail,D,45,Leopard,9/10/13 0:28
7186,Trail,D,24,Leopard,9/10/13 3:58
7256,Trail,D,14,Wildcat,10/10/13 1:43
7261,Trail,D,22,Leopard,10/10/13 4:49
7314,Trail,D,9,Leopard,10/10/13 21:45
7325,Trail,D,24,Leopard,11/10/13 5:08
7455,Trail,D,19,Leopard,12/10/13 23:22
7458,Trail,D,23,Leopard,13/10/2013 01:17
7464,Trail,D,2,Leopard,13/10/2013 05:42
7529,Trail,D,17,Serval,13/10/2013 23:06
7530,Trail,D,11,Serval,13/10/2013 23:11
7537,Trail,D,21,Cheetah,14/10/2013 06:40
7589,Trail,D,5,Serval,14/10/2013 19:46
7601,Trail,D,24,Leopard,15/10/2013 00:51
7608,Trail,D,13,Lion,15/10/2013 02:47
7797,Trail,D,24,Leopard,16/10/2013 04:10
7801,Trail,D,49,Leopard,16/10/2013 04:47
7808,Trail,D,1,Leopard,16/10/2013 06:48
7881,Trail,D,F,Leopard,17/10/2013 04:51
7977,Trail,D,13,Lion,18/10/2013 07:43
8117,Trail,D,D,Serval,20/10/2013 03:28
8127,Trail,D,1,Lion,20/10/2013 07:34
8176,Trail,D,28,Serval,20/10/2013 22:10
8378,Trail,D,13,Lion,22/10/2013 19:21
8381,Trail,D,22,Leopard,22/10/2013 20:00
8382,Trail,D,19,Leopard,22/10/2013 20:23
8470,Trail,D,22,Leopard,23/10/2013 20:35
8481,Trail,D,41,Leopard,24/10/2013 00:59
8483,Trail,D,28,Serval,24/10/2013 01:01
8484,Trail,D,16,Lion,24/10/2013 01:10
8549,Trail,D,27,Leopard,25/10/2013 00:38
8615,Trail,D,24,Lion,25/10/2013 20:15
8677,Trail,D,38,Leopard,26/10/2013 21:38
8727,Trail,D,22,Leopard,27/10/2013 19:24
8743,Trail,D,22,Lion,28/10/2013 03:29
8804,Trail,D,19,Leopard,28/10/2013 22:36
8805,Trail,D,E,Wildcat,28/10/2013 22:51
8808,Trail,D,E,Wildcat,29/10/2013 02:25
8818,Trail,D,17,Serval,29/10/2013 06:44
8831,Trail,D,F,Leopard,29/10/2013 08:32
8867,Trail,D,34,Serval,29/10/2013 19:10
8894,Trail,D,22,Cheetah,30/10/2013 02:51
8897,Trail,D,22,Lion,30/10/2013 04:24
8901,Trail,D,32,Serval,30/10/2013 05:14
8961,Trail,D,45,Leopard,30/10/2013 18:29
8982,Trail,D,35,Lion,31/10/2013 01:45
9057,Trail,D,5,Serval,31/10/2013 16:12
9073,Trail,D,24,Leopard,31/10/2013 19:45
9241,Trail,D,13,Lion,2/11/13 20:15
9300,Trail,D,13,Lion,3/11/13 16:52
9309,Trail,D,38,Leopard,3/11/13 19:14
9310,Trail,D,36,Lion,3/11/13 20:05
9316,Trail,D,30,Leopard,4/11/13 1:21
9321,Trail,D,B,Leopard,4/11/13 5:19
9367,Trail,D,13,Lion,4/11/13 19:43
9368,Trail,D,33,Serval,4/11/13 20:49
9370,Trail,D,38,Caracal,4/11/13 21:11
9376,Trail,D,37,Leopard,5/11/13 2:50
9377,Trail,D,13,Lion,5/11/13 3:20
9378,Trail,D,13,Lion,5/11/13 4:25
9382,Trail,D,25,Leopard,5/11/13 5:31
9442,Trail,D,13,Lion,5/11/13 19:06
9460,Trail,D,13,Lion,6/11/13 2:10
9463,Trail,D,13,Lion,6/11/13 3:16
9517,Trail,D,24,Lion,6/11/13 23:56
9599,Trail,D,38,Leopard,7/11/13 22:48
9608,Trail,D,19,Leopard,8/11/13 1:42
9617,Trail,D,14,Wildcat,8/11/13 5:56
9651,Trail,D,24,Lion,8/11/13 19:43
9654,Trail,D,24,Lion,8/11/13 21:06
9732,Trail,D,24,Lion,9/11/13 20:24
9818,Trail,D,29,Leopard,11/11/13 2:25
9878,Trail,D,38,Lion,12/11/13 4:07
9994,Trail,D,22,Leopard,14/11/2013 03:03
10070,Trail,D,24,Leopard,14/11/2013 23:26
10148,Trail,D,13,Lion,16/11/2013 05:08
10341,Trail,W,24,Lion,21/12/2013 23:54
10356,Trail,W,19,Leopard,22/12/2013 06:20
10664,Trail,W,26,Serval,26/12/2013 14:39
10766,Trail,W,32,Lion,28/12/2013 02:41
10819,Trail,W,25,Leopard,28/12/2013 19:26
10861,Trail,W,19,Leopard,29/12/2013 11:35
11025,Trail,W,3,Serval,31/12/2013 19:52
11076,Trail,W,25,Leopard,1/1/14 9:28
11111,Trail,W,25,Leopard,1/1/14 19:32
11119,Trail,W,22,Leopard,1/1/14 21:42
11124,Trail,W,55,Lion,1/1/14 22:27
11137,Trail,W,25,Leopard,2/1/14 3:38
11461,Trail,W,4,Lion,6/1/14 0:26
11505,Trail,W,32,Serval,6/1/14 20:55
11565,Trail,W,19,Leopard,7/1/14 17:52
11589,Trail,W,8,Lion,8/1/14 3:43
11594,Trail,W,A,Caracal,8/1/14 5:31
11638,Trail,W,55,Lion,8/1/14 21:24
11734,Trail,W,24,Leopard,10/1/14 7:32
11780,Trail,W,17,Lion,10/1/14 17:22
11807,Trail,W,24,Leopard,11/1/14 6:33
11958,Trail,W,15,Lion,13/01/2014 03:53
11963,Trail,W,28,Serval,13/01/2014 06:25
11969,Trail,W,15,Lion,13/01/2014 08:34
11976,Trail,W,15,Lion,13/01/2014 10:23
11983,Trail,W,15,Lion,13/01/2014 13:34
11992,Trail,W,15,Lion,13/01/2014 15:47
12006,Trail,W,15,Lion,13/01/2014 19:46
12020,Trail,W,19,Leopard,13/01/2014 22:27
12036,Trail,W,1,Wildcat,14/01/2014 02:36
12116,Trail,W,27,Serval,15/01/2014 09:52
12124,Trail,W,A,Caracal,15/01/2014 11:30
12223,Trail,W,24,Lion,16/01/2014 22:23
12234,Trail,W,24,Lion,17/01/2014 01:29
12263,Trail,W,9,Serval,17/01/2014 15:00
12270,Trail,W,23,Leopard,17/01/2014 18:26
12293,Trail,W,32,Lion,18/01/2014 03:13
12335,Trail,W,24,Leopard,18/01/2014 17:54
12357,Trail,W,38,Lion,18/01/2014 22:34
12470,Trail,W,36,Leopard,20/01/2014 17:03
12487,Trail,W,8,Leopard,20/01/2014 20:47
12498,Trail,W,26,Serval,21/01/2014 04:50
12618,Trail,W,27,Serval,22/01/2014 18:39
12622,Trail,W,F,Lion,22/01/2014 20:05
12625,Trail,W,19,Leopard,22/01/2014 20:38
12634,Trail,W,28,Serval,22/01/2014 23:24
12641,Trail,W,A,Lion,23/01/2014 02:28
12658,Trail,W,19,Leopard,23/01/2014 09:59
12695,Trail,W,2,Wildcat,24/01/2014 01:46
12715,Trail,W,23,Leopard,24/01/2014 11:58
12755,Trail,W,F,Lion,25/01/2014 01:41
12763,Trail,W,24,Leopard,25/01/2014 06:55
12771,Trail,W,4,Serval,25/01/2014 08:49
12803,Trail,W,28,Serval,25/01/2014 20:47
12875,Trail,W,9,Lion,26/01/2014 22:26
12921,Trail,W,38,Leopard,27/01/2014 21:22
13043,Trail,W,28,Serval,29/01/2014 06:31
13046,Trail,W,24,Leopard,29/01/2014 07:10
13082,Trail,W,44,Leopard,29/01/2014 19:59
13084,Trail,W,44,Lion,29/01/2014 20:03
13160,Trail,W,44,Lion,30/01/2014 20:20
13187,Trail,W,55,Lion,31/01/2014 05:45
13195,Trail,W,24,Leopard,31/01/2014 07:58
13332,Trail,W,13,Lion,2/2/14 1:16
13340,Trail,W,24,Leopard,2/2/14 5:56
13348,Trail,W,13,Lion,2/2/14 6:51
13395,Trail,W,46,Serval,2/2/14 15:50
13402,Trail,W,46,Serval,2/2/14 18:09
13417,Trail,W,28,Lion,2/2/14 21:55
13433,Trail,W,28,Serval,3/2/14 4:43
13479,Trail,W,55,Lion,3/2/14 20:01
13541,Trail,W,19,Leopard,4/2/14 18:01
13546,Trail,W,37,Leopard,4/2/14 19:50
13597,Trail,W,19,Leopard,5/2/14 15:30
13609,Trail,W,A,Leopard,5/2/14 21:00
13793,Trail,W,23,Leopard,7/2/14 11:29
13825,Trail,W,27,Leopard,8/2/14 1:48
13856,Trail,W,24,Leopard,8/2/14 14:04
13888,Trail,W,8,Lion,8/2/14 21:34
13905,Trail,W,38,Leopard,9/2/14 5:18
13963,Trail,W,14,Lion,10/2/14 0:54
13966,Trail,W,32,Lion,10/2/14 2:52
13968,Trail,W,32,Lion,10/2/14 4:03
13992,Trail,W,5,Serval,10/2/14 13:32
14018,Trail,W,25,Leopard,11/2/14 3:25
14070,Trail,W,F,Lion,12/2/14 3:33
14128,Trail,W,28,Serval,12/2/14 21:23
14141,Trail,W,38,Lion,13/02/2014 02:09
14268,Trail,W,14,Cheetah,14/02/2014 21:27
14272,Trail,W,F,Leopard,14/02/2014 22:35
14287,Trail,W,24,Leopard,15/02/2014 07:39
14296,Trail,W,15,Lion,15/02/2014 10:18
14301,Trail,W,10,Lion,15/02/2014 11:22
14354,Trail,W,27,Lion,16/02/2014 00:49
14362,Trail,W,27,Lion,16/02/2014 02:32
14427,Trail,W,F,Lion,16/02/2014 21:37
14440,Trail,W,13,Serval,17/02/2014 06:14
14492,Trail,W,33,Lion,17/02/2014 17:17
14593,Trail,W,24,Leopard,19/02/2014 10:04
